kestal,hope,null,psyco7976
kev,drop,null,fpe
kghret,pleasent,null,Jinny
khal'abbil,my trusted friend,null,vegita737
khal,to trust,null,cwhite
khal,to trust,null,cwhite
khaless,trust,null,
khalessev,trusted,null,Tchaboba
khaliizi,stone,null,hob
khalith,courage,null,justask
khazid'hea,cutter,null,sunfire999
khel,body,null,
khlurysten,judgement,null,eugenetsuoi
khowz,slob,null,fpe
khr'uss,certainly,null,fpe
khruste,certain,null,fpe
khurzoan,worthier,null,fpe
khurzon,worthy,null,Khurzon
khurzuil,worthiest,null,fpe
khyrpua,harmful,null,fpe
kiel,slow,null,Elorn_Greystone
kikkamm,sickle,null,M_Kindre
killian,sword,null,justask
killianen,swords,null,arabwel
kissa,swiftly,null,dimmulorian
kitrye,half,null,Ladyleadcrow
kivvil,surfacer,null,fpe
kke,rude,null,fpe
kku,finish,null,fpe
kkublyn'tan,weekend,null,lowender
kkuuth,finished,null,fpe
kl'ae,use,null,fpe
kl'aein,using,null,landonpad1aol.com
kl'eril,useless,null,fpe
kla'ath,serve,null,Lolath_Cryso
kleel,important,null,
klew'ar,moment,null,fpe
klew'kin,hour,null,fpe
klew'nor,minute,null,fpe
klez,thing,null,lukedesade
klezn,things,null,fpe
klithophe,tangling,null,fpe
klu'chud,spawn,null,dbart
kluchud'ssussun,color,null,adrienne
kluth,seem,null,fpe
kluthak,seems,null,fpe
klyth,tangle,null,fpe
klythmaril,entangling,null,fpe
knif'rt,glowing,null,jedi_pikachu25
knif,glow,null,jedi_pikachu25
ko,uh,null,bbt1
kor'in,furry,null,GRMjester
kor'inth,rage,null,twobeans
kor,anger,null,Grmjester
korishi,knock,null,deavek
korriless,vaguely,null,fpe
korrle,vague,null,fpe
kostith,holding,null,Gerbig
kr'athin,ready,null,bblac1
kraltok,taco,null,BBT1
kre'j,begin,null,dryzen
kre'jil,begining,null,xaeon
kre'tan,morning,null,lowender
kreth'el,regret,null,fpe
kreth'el,repent,null,fpe
kri'sha,cover,null,fpe
krik'vlicss,tears,null,fpe
krithyj,murderess,null,ladyleadcrow
krrja,puzzle,null,fpe
krrjat,puzzled,null,fpe
kruk,state,null,fpe
kry'stona,place of caves,null,dragonwitch4
ktonos,slayer,null,skotos
ktonos,slayer,null,skotos
ku'lam,rise,null,ashnazg1
ku'nal,faithful,null,SilentDrow
kuk,staff,null,agdfg
kul'gobsula,prison,null,
kul'gobuss,prisoner,null,
kulauk,drool,null,mmbokng
kulg,blockage,null,
kulg,snag,null,
kulggen,barrier,null,
kulggen,shield,null,
kult'ressin,ruler,null,HiFaluton
kultar,rules,null,HiFaluton
kuma,kobold,null,deavek
kus,send,null,fpe
kuttra,mushroom,null,nezzir
kuuv,dare,null,fpe
ky'ostal,armor,null,
ky'ov'aer,magic wards,null,
kyikh,age,null,fpe
kyil,dart,null,
kyilen,darts,null,
kylara,lethal,null,BBt1
kyon,care,null,
kyona,carefulness,null,cwhite
kyone,alert,null,
kyone,alertly,null,jvanzanen
kyone,careful,null,
kyorl'n,witnesses,null,azuremystique
kyorl'urn,watchful,null,
kyorl,guard,null,fpe
kyorl,guard,null,fpe
kyorl,see,null,khalin
kyorl,wait,null,
kyorl,watch,null,
kyorlen,watchers,null,azuremystique
kyorli,watcher,null,fpe
kyorlin,watching,null,
kyreshorl,obvious,null,selkiemaid
kyuvr,breed,null,fpe
kyuvrem,breeding,null,fpe
l',the,null,
l'amith,enjoy,null,cat16
l'elamshin,the destiny,null,fpe
l'elend,the traditional,null,fpe
l'essnil,wench,null,jsadams
l'inya,gaze,null,vxvlassvxv
l'lonna,wither,null,gideonnightblade
l'lonneal,withered,null,gideonnightblade
l'puul,foul,null,jalina
l'sith,address,null,esgalduin
l'thi,animal,null,fpe
l'yathtallar,the high priestess,null,lanif_ssenkrad
la'uren,knees,null,fpe
lac'na,seeks,null,fpe
lac'nala,seeker,null,chimera1967
lac'nou,seeking,null,fpe
lac,seek,null,fpe
ladir,ladder,null,foxishere6
lael,eight,null,
laelar,eighth,null,
lamin,shines,null,fpe
lani,keeper,null,fpe
lanke,lake,null,ldk2000puppy
laoles,praised,null,fpe
lar'aen,summoning,null,fpe
lar,call,null,jessadriel
lar,summon,null,jessadriel
larnde,lavender,null,anyway_really
lasse,leaf,null,Julienne_Noquar
lassen,leaves,null,Julienne_Noquar
lassrinn,break,null,Lolath_Cryso
lassrinn,tame,null,Lolath_Cryso
lassrinnb,tamed,null,fpe
lassrinneh,taming,null,fpe
lassrinnuss,tamer,null,fpe
laur,knee,null,fpe
lauske,hair,null,Julienne_Noquar
leith,fish,null,raintheinsane
lentan,smirk,null,anadrel
lerg,baby,null,xavier5891
lerut'l,coal,null,xadre
less,mzuld,null,gothicprophet
lest,lets,null,reiforce18
leza,bit,null,anakin_noquar
lgor,figure,null,Lady_Kalbrin
lgoruth,figured,null,fpe
ligrr,girl,null,M_Kindre
ligrrabbil,girlfriend,null,M_Kindre
liiko,wax,null,thalia darkchyld
lil'alure,dance,null,alakazam626
lil,the,null,
lilbh'iahin,joy,null,dilnyrae_auvryndar
linath,song,null,Julienne_Noquar
linathen,songs,null,Julienne_Noquar
lince'sa,pet,null,Tameria_Melohwar
linddil,lizardman,null,viaxus
lindua,sings,null,Skywise_Laenon
linoin,west,null,drow
lintaguth,platter,null,
linth'el,cauldron,null,
linthar,bard,null,Julienne_Noquar
lintharen,bards,null,Julienne_Noquar
linthel,melody,null,Julienne_Noquar
linthelea,melodious,null,Julienne_Noquar
linthelen,melodies,null,Julienne_Noquar
linthre,brazier,null,
lish,super,null,Syntax_acid
lishcalillisticandroz,supercalifragilisticexpallidoc,null,
lisse',harmony,null,Julienne_Noquar
lisse'lea,harmonious,null,Julienne_Noquar
lith'lossta,intimate,null,Darkend_rose
llaar,really,null,M_Kindre
llanath,presence,null,fpe
llar,three,null,
llarh,babe,null,fpe
llarl,adamantine,null,fpe
llarnbuss,third,null,
lle'isgar,rising,null,matt
lle'warin,miss,null,fpe
lle'warinil,missed,null,fpe
llentol,quietly,null,fpe
llieh,perfect,null,shh14
llinshin,lunch,null,spencer.dorman
lloun'az,artist,null,fpe
lloun,art,null,fpe
lodias,people,null,kyojun_
loff'ta,happy,null,Lolath_Cryso
loff'tarien,happiness,null,Julienne_Noquar
loktriam,guy,null,Alien_montti
loniar,wet,null,
lor',oxygen,null,DungeonMasterDM
lor,look,null,anthrax
loril,looked,null,fpe
lorith,looking,null,fpe
lorr,air,null,DungeonMasterDM
lorug,tree,null,tina_w_ilharess
lorugen,trees,null,Julienne_Noquar
lorulm,wood,null,tina_w_ilharess
losva,thumb,null,fpe
losval,thumbs,null,fpe
lotha,little,null,DarkerSun
lsyt,sly,null,tjlongshore
lu',and,null,
lu'oh,how,null,fpe
luent,east,null,drow
lueth,and,null,
lukkil,ratman,null,viaxus
luth'ol,javelin,null,
luth'ol,spear,null,
luth,cast,null,
luth,hurl,null,
luth,throw,null,
luthe,casts,null,Niikkt_Arvanon
luthk,thrown,null,fpe
luthtar,gladly,null,c_y_a_wolf
m'elzar,mage,null,fpe
m'elzaren,mages,null,fpe
m'ranndii,husband,null,Tameria_Melohwar
m'ranndii,mate,null,Tameria_Melohwar
m'sig,music,null,blindmelon70s
m'thain,priest,null,Khurzon
maav'at,ignorance,null,fpe
madari,signal,null,fpe
maelthra,dragon,young,
maglust,alone,null,
maglust,apart,null,
magthere,school,null,
magtheres,schools,null,anakin_noquar
mal'ai,idiot,null,drizzit20
mal'rak,forever,null,shadowdncr
mal,fights,null,Julienne_Noquar
mala,manners,null,fpe
malar,fight,null,Oliddrow
malarin,fighting,null,landonpad1
malaruth,fought,null,fpe
maligore,crafty,null,ry_york_
malla,honored,null,
mamulen,chest,null,
manner,valor,null,fpe
mapat'drachim,map,null,fpe
maral,storm,null,Malia_Blood
marala,storms,null,
maristo,tonight,null,bbt1
marofke,bell,null,BBt1
matonist infal din,clear the area,null,www.ooji
maunech,burden,null,selkiemaid
maurna,boat,null,ashnazg1
may'salkiriiss,nightshadow,null,starbreezemagic
mayar,chance,null,fpe
mayoe,maybe,null,fpe
mechrola,swallow,null,fpe
medose,harder,null,darkfyre20
medri,death bringer,null,fpe
melaer,fight w/ magic,null,
melee,fight w/ weapons,null,
mem,stomach,null,fpe
menah,wide,null,animal25_17
menvis,path,null,Julienne_Noquar
menvissen,paths,null,Julienne_Noquar
micamer,ma'am,null,KcPerson1
mii'n,means,null,hoxu84
mina,them,null,
mir'cahallin,jar,null,GRMjester
mir't,pulled,null,ahelper
mir,hold,null,
mir,to hold,null,
mirshann,angel,null,sindael
mith,grey,null,Elucidius
mithuth,sin,null,fpe
miulk'ars,minions,null,donnak
ml'aen,sight,null,fpe
molerngoth,dragonclaw,null,studo31
molo,wraith,null,
mon'tu,point,null,dara_eve
mora,act,null,jvanzanen
morad,action,null,jvanzanen
morfel,made,null,kethen
morfelith,making,null,fpe
morfeth,make,null,fpe
morn'lo,heat,null,xadre
mortath,maker,null,dragonwitch4
mrannd'ssinss,lover,male,
mri'kul,lock,null,
mri'kul,to lock,null,
mrigg,guide,null,
mrigg,inspire,null,
mrigg,to guide,null,
mrigg,to inspire,null,
mriggan,guidance,null,fpe
mrim'ol,key,null,
mrimm d'ssinss,male lover,null,Kijikun1
mrimmd'ssinss,lover,female,
mru'nga,encourage,null,Julienne_Noquar
mru'ngae,encourages,null,Julienne_Noquar
mru'ngain,encouraging,null,Julienne_Noquar
mua,foe,null,fpe
muatrix,matrix,null,fin
mufiga,yesterday,null,deavek
mufo,tomorrow,null,deavek
mumbaro,move,null,fpe
murrpau,cat,null,Tameria_Melohwar
murrpau,feline,null,Tameria_Melohwar
muse,soulaf,null,damohannon
muth,found,null,okiefromanoke
myar,bad,null,mwarnet
mylthar,devour,null,farragox
myrloch,astral,null,fpe
myrlochar,soul spider,null,nemesis
myrxle,miracle,null,gayness
mzil,many,null,
mzild,more,null,
mziln,additional,null,jvanzanen
mziln,also,null,
mziln,extra,null,
mzilst,most,null,
mzilt,much,null,
mzulst,least,null,gothicprophet
n'abyl,testicles,null,fpe
n'belaern,debt,null,khalin
n'kyorl,await,null,fpe
n'kyorlin,awaiting,null,fpe
n'tol,vicious,null,fpe
na'ceroth,barbarian,null,jsadams
na'eroth,trembling,null,Shaerilin
na'rescho,uneasy,null,drowboy
na'uren,hips,null,fpe
naak'e,jealous,null,lenashura
nacta,pierce,null,
nadorhuan,coward,null,jerrekfirlan
nalt'chaxxan,murderous,null,galenf
naqualla,displease,null,fpe
nar'harcan,vendetta,null,vvendettav
nar'hethi,vengence,null,fpe
narikia,nymph,null,AwakenPsi
narkuth,scroll,null,
narrakan,shy,null,cyane_
nat'raeth,connected,null,mmstrawberrywine
natha,a,null,
nau'shind,forbid,null,adrienne
nau'shindcal,fruit,null,adrienne
nau'shindin,forbidding,null,Julienne_Noquar
nau,no,null,
naubol,nothing,null,
naucrup,blameless,null,fpe
naudal,across,null,
naukhel,nobody,null,
nauphlyle,claimless,null,fpe
nauqu'allath,displeased,null,fpe
nauqualla,displease,null,fpe
naur,hip,null,fpe
nauritz,valueless,null,fpe
nausbyr,neither,null,
nausrigg'tul,displeasure,null,fpe
naust,none,null,
naut'kyn,blind,null,morphine
naut'shinder,forbidden,null,adrienne
naut-elghinyrr,undead,null,dragonstar20
naut,not,null,
nauvost,ceaseless,null,fpe
nauxahuu,refuse,null,fpe
nauxxizz,helpless,null,fpe
nauxxizzna,helplessly,null,fpe
ne'enuvar,waterlily,null,surriathewitch
ne'has're,new clothes,null,curnack_the_drow
ne'kales,distrust,null,
ne'kalsa,nottrusting,null,
neantak,void,null,uncletas
neccasalmor',necromancer,null,vandalsoul
neera,becomes,null,neo_dietrich
neerrh,salvage,null,
neghlackt'opst,neverwinternights,null,duke_raithias_of_angelica
nei,empress,null,blacwolfe
neitar,never,null,azazel357
nek,slut,null,kethen
nelgeth,to forgive,null,
nelgetha,forgiveness,null,
nelgethaun,forgiven,null,Julienne_Noquar
nempori'phish,magenta,null,adrienne
nempori,ugly,null,kethen
nereth'ul,dictionnary,null,shadrack-elfe-noire
nesst,man,null,adorasithkin
nesstren,men,null,adorasithkin
nez,win,null,drow18
nezcau'bol,benefit,null,fpe
nezdous,prevail,null,annesilverwolf
nezmuth,won,null,adrienne
niar'haanin,river,null,GRMjester
niar'uuthli,teal,null,adrienne
niar,water,null,
niaren,waters,null,Julienne_Noquar
nibele,game,null,afraser
nibeless,games,null,fpe
nictus,hopping,null,Diablomanx666x
nienar,mourn,null,Julienne_Noquar
nienare,mourns,null,mourning
nigunti'kar,genitals,null,master_o_punk
nika,stranger,null,damianeternal
niki,strangers,null,fpe
nilah,misery,null,deadlyraven
nin,now,null,
nin,present time,null,
nind,they,null,
nindel,that,null,
nindol,this,null,
nindolen,these,null,
nindyn,those,null,
nint,theirs,null,
ninta,their,null,
nintan,themselves,null,
niyar,weep,null,Julienne_Noquar
niye,weeps,null,Julienne_Noquar
niyin,weeping,null,Julienne_Noquar
nizzik,sharpen,null,fpe
nizzikef,sharpened,null,fpe
nizzikn,sharpening,null,fpe
nizziknir,sharpener,null,fpe
nizzre',lightning,null,
nl'gnos,missile,null,fpe
nna'biss,tug,null,fpe
nnabiss,pull,null,fpe
noa,lose,null,adrienne
noalith,neutral,null,
noamuth,lost,null,
noamuth,unknown,null,
noamuth,wanderer,null,jvanzanen
norrs,mouth,null,LolathChath
nota'man,devil,null,TheRealMyutsu
nou'hai,concern,null,selkiemaid
nrunn,bore,null,SaphyreTaquein
nrunnin,boring,null,saphyretaquein
nrunnkel,boredom,null,fpe
nug'ri,hungry,null,curnack_the_drow
nuij,fiend,null,fpe
numl'esstu,sadness,null,dilnyrae_auvryndar
numl,sad,null,dilnyrae_auvryndar
nuor,roll,null,Julienne_Noquar
nuore,rolls,null,Julienne_Noquar
nuorin,rolling,null,Julienne_Noquar
nuorus,rolled,null,Julienne_Noquar
nuw,jaw,null,fpe
nuwei,jaws,null,fpe
nwn't,untold,null,fpe
ny,covet,null,fpe
nyln,coveted,null,fpe
nym'uer,hear,null,fpe
nym'uerus,heard,null,deventaraen
nyrr,coveting,null,fpe
nzet,neat,null,haleyangelheart
o'dad,druid,null,Evermeet1371DR
o'goth,heal,null,WithAGrayHeart
obok'ssuss,noon,null,lowender
obok,high,null,fpe
obsu'arl,trapdoor,null,
obsul'e,portal,null,xadre
obsul,gap,null,
obsul,opening,null,
ocan,mole,null,fpe
ofil'nisha,clothes,null,fpe
og'elend,heretic,null,
og'elend,traitor,null,
og'elendar,treason,null,
ogglin,rival,null,
ogglinn,enemy,null,
ogglinnar,enemies,null,zenbaby
ogglir,to rival,null,
ogglirin,rivaling,null,
ogglit,opponent,null,fpe
ol'elg,assassinate,null,
ol'elghinn,assassination,null,
ol,it,null,
olath'yukin,brown,null,adrienne
olath,dark,null,
olathur,darker,null,Niikkt_Arvanon
olathurl,darkest,null,Niikkt_Arvanon
olis'inth,conspiracy,null,
olis'inth,plot,null,
olis'inthen,plots,null,Julienne_Noquar
olis'inthigg,coup,null,
olist,caution,null,
olist,stealth,null,
olister,acquire,null,jvanzanen
olog,troll,null,kurum3
oloth,darkness,null,Buddha_78
oloth,darkness,null,Buddha_78
olplyen,thieves,null,xadre
olplyn,thief,null,
olplynir,steal,null,
olt,its,null,
oltan,itself,null,
olva,plant,null,Julienne_Noquar
omegarialt,abandonment,null,BBt1
onhasta,dedicated,null,anadrel
onhir,worship,null,Julienne_Noquar
onhire,worships,null,Julienne_Noquar
onhirin,worshipping,null,Julienne_Noquar
ontos,beigler,null,www.ooji
ooble',tongue,null,Chath_Cryso
ooble'en,tongues,null,Julienne_Noquar
oolos,fools,null,c_y_a_wolf
op'elg,pirate,null,
op'elgin,piracy,null,
op'elgin,thieving,null,
op'lin,spilt,null,fpe
opholudou,fascinating,null,fpe
or'a,money,null,evilgod
or'shael,sacrifical,null,fpe
or'shanse,sacrifice,null,Julienne_Noquar
or'shansein,sacrificing,null,Julienne_Noquar
or'shansene,sacrifices,null,Julienne_Noquar
or'shausedus,sacrificial,null,webmistress
orbb,spider,null,
orbbcress,spiderweb,null,fpe
orbben,spiders,null,Alien_montti
orbdrin,mask,null,nemesis
orbdrinus,masked,null,Julienne_Noquar
oreb,raven,null,coccineusmaga
ori'gato,let,null,annesilverwolf
orior,prepare,null,neo_dietrich
orlenggin,altar,null,nemesis
orlingg,bed,null,fpe
orn'la,would,null,Tameria_Melohwar
orn,will,null,
orofarne,mountain dwelling,null,Julienne_Noquar
orofarnen,mountain dwellings,null,Julienne_Noquar
orrl,scorpion,null,fpe
orshal,challice,null,nemesis
ortelanth,pray,null,Julienne_Noquar
ortelanthe,prays,null,Julienne_Noquar
ortelanthin,praying,null,Julienne_Noquar
ortelassa,prayer,null,Julienne_Noquar
ortelassan,prayers,null,Julienne_Noquar
orthae,holy,null,
orthae,sacred,null,
orthelanthus,prayed,null,Julienne_Noquar
orvelve,sacrificial dagger,null,nemesis
orvulae,stiletto,null,fpe
ou'tix,actually,null,fpe
oubran,loudly,null,fpe
ouhyll,match,null,fpe
oukke,rudely,null,fpe
oura,tiger,null,OoLitenapaoO
ouvalyrin,kindness,null,fpe
p'lat shkaranshtra,playstation,null,syldor
p'leik,suffering,null,qt_baby_girl666
p'los,before,null,
p'luin,after,null,
p'luvt,prey,null,martinrob
p'obon,mark,null,fpe
p'wal,because,null,
pa'das,panther,null,fpe
pahntar,open,null,Julienne_Noquar
pahnte,opens,null,Julienne_Noquar
pahntus,opened,null,Julienne_Noquar
parth,lawn,null,jovi_h
paxil,decay,null,gw_potts
pera'dene,scapegoat,null,joisig
peri'sol,perish,null,blacwolfe
pes'cis,spice,null,LexiLordison
ph',are,null,
phalar,grave,null,
phalar,marker,null,
philth,despise,null,
phindar,monster,null,
phish,red,null,fpe
phla'ta,terrible,null,heavner13
phlith,hate,null,
phlithe,hates,null,Niikkt_Arvanon
phlithus,hated,null,DavinDaryon
phlyle,claim,null,fpe
phlynn,claims,null,fpe
phlyou,claiming,null,fpe
phlyus,claimed,null,fpe
pholod,onto,null,
pholor,on,null,
pholor,upon,null,
pholud,fascinate,null,fpe
pholudeq,fascinated,null,fpe
phor,above,null,
phor,over,null,
phor,up,null,
phraktos,gods,null,fpe
phreng,realm,null,wynterstar_
phrengen,realms,null,Julienne_Noquar
phu',are,null,
phuul,are,null,
pirkuloitte,looting,null,hoxu84
piwafwi,cloak,null,
plak'la,gold,null,Tameria_Melohwar
plak'la,golden,null,anadrel
plica,neck,null,VenoDSheba
plithou,hateful,null,fpe
plithut,hatred,null,fpe
ply'usaerth,kidnap,null,
ply'uss,arrest,null,
ply'uss,capture,null,
ply'ussiln,captivate,null,fpe
ply'ussilnaa,captivating,null,fpe
plynn,seize,null,
plynn,take,null,
plynnil,write,null,Apparatchika
plynnith,writen,null,Apparatchika
plynnithus,writing,null,Apparatchika
plyussk,captor,null,fpe
plyussq,captive,null,fpe
polah,swab,null,artofCC
pragray'l,paranoid,null,lenashura
priqual,problem,null,xaeon
prollussk,boys,null,nanybest
ptau'a,attend,null,fyressilence
ptau'al,attention,null,fyressilence
q'zaky,mom,null,Fizziewillie
qee'lak,quick,null,fpe
qee,fast,null,fpe
qeeh,faster,null,fpe
qeesuaco,whirlwind,null,fpe
qloav,lips,null,fpe
qlov,lip,null,fpe
qo,clip,null,fpe
qos'su,dreading,null,fpe
qos,dread,null,fpe
qosou,dreaded,null,fpe
qreec,immense,null,arabwel
qu'abban,house agent,null,
qu'el'faeruk,house wizard,null,
qu'el'saruk,house weapons master,null,
qu'el'velguk,house assassin,null,
qu'elaeruk,sorcerer,null,fpe
qu'ellar,house,null,
qu'ess,prince,null,anadrel
qu'essan,princess,null,anadrel
qu'ilinsar,house insignia,null,nemesis
qu'madonest,sailor,null,kurum3
qu'mados,sea,null,deavek
qu'madosfa,aquatic,null,deavek
qu'madosfan,ocean,null,deavek
qu'za,abode,null,Batrick
qu'zenas,domicile,null,Batrick
qua'l,agree,null,
qua'lae,disagree,null,
qua'lae,disagree,null,
qua'laelay,arguement,null,
qua'laelayen,arguments,null,Julienne_Noquar
qua'laen,against,null,fpe
qualla,please,null,Dragon_Chormium
quanth,fill,null,Julienne_Noquar
quanthe,fills,null,Julienne_Noquar
quanthin,filling,null,Julienne_Noquar
quar'valsharess,goddess,not lloth,
quarth,command,null,RustyLennox
quarth,order,authority,solarhawk
quarth,order,null,solarhawk
quarthas,duty,null,khalin
quarthen,commanded,null,
quarthen,ordered,null,Rogue_Blackstar
quarthes,appropriate,null,jvanzanen
quarval-sharess,goddess,null,
queelas,quickly,null,c_y_a_wolf
quellarin,castle,null,xadre
quen,four,null,
quenar,fourth,null,
quill,pen,null,bbt1
quin,yet,null,
quivved,guest,null,tina_w_ilharess
quor'vlosaba,soulfriend,null,selkiemaid
quor'vlosara,soulmate,null,selkiemaid
quorin,drown,null,Julienne_Noquar
quorine,drowns,null,Julienne_Noquar
quorinhin,drowning,null,Julienne_Noquar
quortek,soul,null,Sune1112
quugh,mar,null,fpe
quughuth,marred,null,fpe
quuk,blemish,null,fpe
qwe'en,needles,null,fpe
qwe,needle,null,fpe
qweoth,needling,null,fpe
r'glin,hooks,null,fpe
r'hul,avenger,null,lpaliani
ra'ri,apocalypse,null,fpe
ra'uren,calves,null,fpe
raeh'li,fierce,null,fpe
ragar,discover,null,
ragar,find,null,
ragar,uncover,null,
ragarrl,search,null,golden_darkness
raghvaril,villain,null,fpe
raghvarilna,villains,null,fpe
ragrubah,dungeon,null,fpe
rah'fol,handsom,null,Maiar_Melda_Elu
rah,hand,null,AWP81
rahi,hands,null,AWP81
rahkri'sha,glove,null,fpe
rahkri'shuu,gloves,null,fpe
raim'xium,million,null,NocturnalPlaybeast
rak'nes,especially,null,fpe
raldar,strip,null,
raldarin,stripping,null,Niikkt_Arvanon
ramak,sins,null,dsharp
ramith,nightmares,null,KatRose13
ramoth,nightmare,null,KatRose13
ranndek,mates,null,fpe
ranndilin,mating,null,fpe
rasimorf,frustration,null,fpe
rath'arg,coward,null,
rath'argh,dishonor,null,
rath'elg,backstab,null,
rath,back,null,
ratha,backs,null,fpe
rathi'dol,backwards,null,KanjiofShi
rathrea,behind,null,
raur,calf,null,fpe
ravhel,hundred,null,
ravhelar,hundredth,null,
raxoll,element,null,tina_w_ilharess
re'ew,screw,null,LimpKoRngirl86
rei,fall,null,fpe
reibe,wall,null,blackelf54321
reiyal,quite,null,fpe
rena'wen,basalt,null,anadrel
rendan,abyss,null,deavek
renor,black,null,VoloMcDoom
repalninkiz,pregnant,null,Rwoif
rescho,easy,null,Drowboy
reshka,returns,null,fpe
resk'afar,hole,null,deavek
resk'sultha,penetrate,null,adrienne
ressverd,reserved,null,lucienmalveaux
retlah,full,null,Lace_Ethereal
retlahlgoruth,full-figured,null,fpe
revi'n,street,null,fpe
revis,road,null,fpe
rewt,fat,null,
rezl,abdomen,null,fpe
rezlb,abdomens,null,fpe
rezlet,denial,null,mdnghtwarrior
reztorm,along,null,burnt_16
rhoque,scavenger,null,
rhoquil,scavengers,null,
riknueth,bitter,null,
ril,every,null,
rilbol,everything,null,
rilkhel,everybody,null,
rilu'oh,however,null,Morphine
riluss,everyone,null,
rilvel'klar,everywhere,null,shyskriek
rin'ov,ever,null,fpe
rinovdro,immortal,null,fpe
rinteith,throat,null,
rith'tar,sentinel,null,fpe
ritze,value,null,fpe
ritzeld,valuable,null,evilgod
ritzelden,valuables,null,fpe
ritzemme,valuing,null,fpe
ritzen,values,null,fpe
ritzou,valued,null,fpe
rivol,gorrilla,null,viaxus
rivven,humans,null,
rivvil,human,null,cantrell
rivvilse,humans,null,Darkend_rose
rivvin,common,null,fpe
rnahm,polite,null,shadrack-elfe-noire
roesor,sorrow,null,fpe
roo'lar,rouge,null,rev_smit
rosa,rain,null,Julienne_Noquar
rosin,born,null,neo_dietrich
rotarkmal,grilled,null,BBt1
rotharln,slaving,null,fpe
rothe,cattle,null,Vampirehunter18
rothe,slave,null,
rothen,slaves,null,grandmagi
rothrl,obey,null,INeverSleepAtAll
rovu,warg,null,fpe
rovul,wargs,null,fpe
roxuc,practical,null,fpe
roxucul,practically,null,fpe
rrakke,rudeness,null,fpe
rraun,six,null,
rraunar,sixth,null,
rrhovor,batter,null,fpe
rrhovoruth,battered,null,fpe
rrok,scavenge,null,
rrokai,scavenging,null,
rrorrok,hound,null,fpe
rrorrokmzil,hounds,null,fpe
rrosa,docks,null,c_y_a_wolf
rryatanan,solving,null,mwarnet
ruebusan,owing,null,fpe
ruebusl,owes,null,fpe
ruebuss,owe,null,fpe
ruebusu,owed,null,fpe
ruinay,runaway,null,Drizztwolf
rul'selozan,disgusting,null,jalina
rumunasin,sorceress,null,Funky
run'coii,mordor,null,fpe
ruzzo'iso,dumb,null,ashitora_hotmail.com
rytho'le,deserve,null,fpe
s'argt,guardian,null,elven_heart
s'ck,sick,null,Tigger
s'enar,sort,null,fpe
s'gos,brave,null,beachbreeze
s'ilnesa,snail,null,jsadams
s'lat'halin,fighter,null,gothicchic180
s'luge,flay,null,fpe
s'lurpp,fawn,null,
s'lurpp,flatter,null,
s'lurppin,flattering,null,
s'lurppuk,sycophant,null,
s'pdon,spellcaster,null,Thanos_Nihil
s'ssiron,sassy,null,jalina
s'tharl,sit,null,drowlover
s'xor,suck,null,webmaster
sa'uren,shins,null,fpe
sadei,fox,null,fpe
sae'etha,content,null,spider.keiikui
sae'uth,pleased,null,spider.keiikui
sakphen,halflings,null,
sakphul,halfling,null,
salkin,dancing,null,Julienne_Noquar
sanguine,vampire,null,VmpQueen
sanrr,reason,null,M_Kindre
sanwttdd,smile,null,nop
saph,like,null,
saqos,dreadful,null,fpe
saqqal,forearm,null,fpe
saqqaln,forearms,null,fpe
sar,pin,null,fpe
sara,wheat,null,Julienne_Noquar
sargh,strength at arms,null,
sargh,valor,null,
sargtlin,drow warrior,null,
sargtlin,warrior,null,fpe
sargtlinen,warriors,null,Tameria_Melohwar
sariya,cloud,null,ahramits
sariyan,clouds,null,ahramits
sarn',warning,null,
sarn'elgg,punish,null,
sarn,beware,null,
sarnor,swift,null,ry_york_
sarol'veldruk,weaponmaster,null,fpe
sarol,weapon,null,
satiir,feel,null,swancraft_kul
satiira,feels,null,thayne
saur,shin,null,fpe
sca'varn,screaming,null,fpe
screa'in,learning,null,Julienne_Noquar
screa,learn,null,fpe
screan,learns,null,fpe
screus,learned,null,fpe
sea'an,hero,null,coolspy77
searna,noname,null,duke_raithias_of_angelica
sefal,anyways,null,deavek
sei'lor,set,null,fpe
seil,solace,null,selkiemaid
seke'olath,shade,null,adrienne
seke'ssussun,hue,null,adrienne
seke'ssussuni,tint,null,adrienne
seke,true,null,deavek
sel'tur,soft,null,fpe
sel'turi,softly,null,fpe
sel,new,null,Quasnia
selg'tarn,matter,null,ASimpleShadow
senger,lord,null,fpe
ser,keep,null,psyco7976
serisen,lovers,null,xadresidrage
seriso,lover,null,psyco7976
serto'uuthli,cyan,null,adrienne
serto,evergreen,null,adrienne
sethess,searched,null,c_y_a_wolf
sevir,leave,null,empressalexandra
sh'hat-lak,bibitone,null,syldor
sha'nalt,happen,null,fpe
sha-rasa,tremble,null,arabwel
shadrak,undead slayer,null,fpe
shadyr,genius,null,shadrack-elfe-noire
shadyrae,genie,null,dilnyrae_auvryndar
shaiith,nameless,null,gideonnightblade
shalh'hataa,paris,null,esgalduin
shanaal,chalice,null,
shanaal,goblet,null,
shanxxizz,helpful,null,fpe
shanxxizzul,helpfully,null,fpe
shaok,slug,null,BBt1
shar'tleg,turn,null,HiFaluton
shar,mind,null,reiforce18
sharorr,throne,null,
sharulg,royal seal,null,
shay'la,twinkle,null,fpe
shcrten,stubborn,null,Lady_Kalbrin
shebali,rogue,null,drow
shebali,non-noble drow,null,
